"We visited first Westminster Abbey, that was a complete zoo outside and badly organized, but here it seems someone knows how to handle the visitors. With the London Pass you can go easier inside. It is just a magnificent place. Take your time to visit","June 26, 2019"
"My wife, grandson and I visited St. Paul’s Cathedral during our visit to London. All of us were very impressed with its beauty and the peaceful feeling we had while inside the great church. We also learned about the history of St. Paul’s from the exhibits housed inside and it’s a marvelous history. We would certainly recommend a stop at St. Paul’s during your London visit. ","June 26, 2019"
"Visited here last week - absolutely beautiful building (IMO much more engaging than Westminster Abbey) - the audio guide is essential and superb. Making the effort - and it IS an effort - to go to the first viewing gallery, that look out over London is highly recommended. We made the effort to climb to the top much much smaller vlewing gallery - but it is a little scary making the climb using wrought-iron stairs - once at the top, it's not scary at all - In my opinion. Overall this is on of the Top 10 attraction in London - worth every penny.","June 26, 2019"
"We were two families from Texas spending 2 weeks on a European vacation, visiting London, Paris and Barcelona European 14 Day trip from Texas. We had spent months planning this trip, to get the best bang for our bucks and see as many sites as possible. We have been to Rome and have seen many splendid Cathedral, but we always enjoy the splendor of each and every grand church that have been built. What sets this Cathedral apart from others, is that you are able to walk up the stairways to an outside balcony with great views of London. The stairs are steep, winding and many, but every before and after us were able to make the steps. Usually when we visit cities with large skyscrapers, we will go to the top to see city views. Since St. Paul offered these views, we passed on going up the Shard Tower.","June 25, 2019"
"Even though you'd have to pay an entry fee, St. Paul's is worth it. It is absolutely lovely inside, very bright and welcoming. I've been to St. Peter's in Rome, and St. Paul's is nicer.","June 25, 2019"
I’ve visited the majority of London tourist spots now and this is definitely one of my favourites. Entry is pricy but well worth it as it’s incredible beautiful and peaceful. Just sitting and soaking up the atmosphere/looking at the ornate building is wonderful. ,"June 25, 2019"
"We planned on being at St Paul's when they first opened and that worked out great. It got so much more crowded as the day went on. I would definitely recommend doing a free tour. It was so informative. It is such a beautiful cathedral. If you are physically able, definitely do the 528 stairs to the top. The view is stunning and worth the strain on your muscles.","June 24, 2019"
"When I was a child we visited London a lot & I always insisted that we must go to St Paul's and up to the top. I adored the Cathedral and of all of the religious places all over the world to visit it has always been my favourite.I haven't been for years as the last time we visited London I thought the price was pretty steep and we didn't really have the time to spend hours there to justify the price. This year I noticed that you could gain entry with using Tesco vouchers so decided that I really must show my husband the wonders of St Paul's during our visit.We chose to start our visit by going upwards and I was dismayed that the Whispering Gallery was closed! It was always so interesting in there and to see the Cathedral from that view point is a must. I understand the reasoning of why it is shut but maybe have supervised groups of 10 at a time so you don't miss out or a reduction in the price you pay as one of the main attraction is shut off.We went up to the stone then golden galleries and marvelled in the views over London. Yes there are higher vantage points and better views but there really is something special about the vista when you head through the door of the Golden gallery after climbing all those steps, it really is breathtaking.The Cathedral is very well kept and all the artifacts are pristine and so much to see and take in. Plenty of staff to answer any questions and we were really lucky when I left my phone on a bench that it was handed in an given back to us quickly. The crypt is vast and some famous historic names to look out for.I still Love the place and was really glad to go but honestly at £20 per person is too much for what you get. I understand the upkeep for the place is a lot of money but with the amount of people going through the doors per day paying £20 a time you would have to be an idiot to think that it was all going on the upkeep of the Cathedral!","June 24, 2019"
We enjoyed walking around the sanctuary and crypt. You can just imagine the history that is within the walls of this special church. It has a very nice gift shop as well. ,"June 23, 2019"
"In order to enter St. Paul's Cathedral you have to pay for a ticket and it is not cheap. But you are given an audio guide. Unlike the Abbey, you are allowed to take pictures in the Cathedral. The architecture is stunning and you can go up the stairs to the dome for breathtaking views of the city. The Cathedral is beautiful and well worth a visit.","June 23, 2019"
Stunning building. Wonderful interior. Scary tour. Go up to the whispering gallery and you are high up- but there are 2 more levels to go- an insde and outside experiece ! Some 'famous' remains in the crypts ! ,"June 23, 2019"
What a site. The cathedral was beautiful. Kinda out of the way but definitely worth the trip. I would go again I can.,"June 23, 2019"
So much of history at this cathedral. The architecture is stunningly beautiful. Be sure to go down through the vault. Climbing the stairs up to the dome are worth the city views. 2 levels around the dome. With the higher level more exhilarating. Recommend going soon after opening time to avoid lines and crowds. Definitely worth a visit on a visit to London! ,"June 22, 2019"
" A spectacular cathedral with a slightly confusing audio tour. Admission price is somewhat high, but I am glad I saw this historic church.","June 22, 2019"
"The beauty of St. Paul's Cathedral is inexplicable. The audio tour is a must. There is so much information. If you plan to view the galleries, there are no paintings there. Galleries are vistas fro which you can see most of London. You must climb many flights of stairs up narrow spiral staircases, but it is well worth the effort - even if you are sore for a few days afterward. This is a must-see.","June 22, 2019"
" The Cathedral is beautiful and rich in history but the biggest reason to visit might be the view. If you do not mind climbing 500+ steep steps you will get a chance to see main parts of the beautiful London panorama. It is breathtaking and worth the climb. If not you will see a beautiful Cathedral with an amazing Henry Moore sculpture and a crypt with Nelson's, Florence Nightingale's and Duke Wellington's tomb. ","June 22, 2019"
An amazing huge cathedral close to Thames at the heart of London. The place where the majority of great events took place within decades. Don’t miss. ,"June 22, 2019"
Take a tour of the Cathedral and learn about its history. We were lucky to attend a pipe organ concert. ,"June 21, 2019"
"We took our 2 children along and we all got the audio guide that’s included in the entry price. The kids got a special version. It was great, with tailored interesting info and had little finding games. It really helped them connect to the experience. Shame that the whispering gallery was closed due to recent suicides but highly recommend the stairs for the view from the top. Amazing architecture. ","June 21, 2019"
Historical and religious place that survived the Blitzkrieg (WWII) almost intact. You can visit the interiors and surrounding gardens. Beautiful architecture. There's a tube station few blocks from there.The neighborhood is also pretty cool to have a walk after the visit.,"June 21, 2019"
We were lucky enough to arrive just before a service and stayed to worship. The acoustics in this cathedral made the choir sound like angels! This is a magnificent treasure worth seeing.,"June 20, 2019"
"Beautiful architecture and a historic cathedral, where Charles and Di got married. Well worth walking around inside and seeing the history of people in the crypt. ","June 20, 2019"
"Pretty much everyone reviews the Cathedral itself, but there are also lovely gardens all round it and a little known extension to its Festival Gardens right across the road and right next to the glitzy One New Change shopping and office complex. It’s a real oasis of peace and quiet, with seating and a variety of mature trees and flower beds. ","June 20, 2019"
This was an amazing experience. It’s a pretty big castle and we got the audio headset to listen in self tour. The work is church is intricate and absolutely fascinating. Photography is not allowed when sermon is going on. lots of walking especially if you decide to walk to the top for a view. There are about 600 steps one way to go to the top for the view. This was a very memorable visit.,"June 20, 2019"
